source_id,role,trace_type,profile,path_root,path,kind,metric,value,checked_at_utc,scope,evidence_key,access_status,notes
applied_office_work,published_template,production_derived,macro_template,benchmark,agent_benchmark_traces/applied_compute/office_work_8k.jsonl,file,min_num_turns,4,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.applied_compute.office_work_8k.jsonl,locator_exists,"Length fields are template token parameters; tool delay in seconds is simulated, not observed local execution. No real timestamps."
applied_office_work,published_template,production_derived,macro_template,benchmark,agent_benchmark_traces/applied_compute/office_work_8k.jsonl,file,n_zero_templates,0,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.applied_compute.office_work_8k.jsonl,locator_exists,"Length fields are template token parameters; tool delay in seconds is simulated, not observed local execution. No real timestamps."
tracebench,public_benchmark_manifest,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/tracebench/bench_manifest.full.jsonl,file,manifest_records,3316,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.bench_manifest.full.jsonl,locator_exists,"Local DATASETS.md describes benchmark task trajectories. verified is a subset, not additional independent runs; archive payload not fully decoded in this audit."
tracebench_verified,public_benchmark_manifest,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/tracebench/bench_manifest.verified.jsonl,file,manifest_records,1000,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.bench_manifest.verified.jsonl,locator_exists,"Local DATASETS.md describes benchmark task trajectories. verified is a subset, not additional independent runs; archive payload not fully decoded in this audit."
tracebench_artifacts,benchmark_artifacts,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/tracebench/bench_artifacts,directory,not_counted,,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,locator_check,locator_exists,Payload compatibility and per-file correspondence not revalidated; no bulk decompression.
swebench_experiments,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/swebench_experiments/verified,directory,trajectory_files,1465,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.swe_trajectory_files,locator_exists,"Files counted by extension/path, not 1465 independently validated successful tasks. Source defines evaluation submissions; OpenHands and SWE-agent coverage differ."
swebench_experiments,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/swebench_experiments/verified,directory,submissions.20240620_sweagent_claude3.5sonnet.files,500,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.swe_trajectory_files,locator_exists,"Files counted by extension/path, not 1465 independently validated successful tasks. Source defines evaluation submissions; OpenHands and SWE-agent coverage differ."
swebench_experiments,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/swebench_experiments/verified,directory,submissions.20240728_sweagent_gpt4o.files,465,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.swe_trajectory_files,locator_exists,"Files counted by extension/path, not 1465 independently validated successful tasks. Source defines evaluation submissions; OpenHands and SWE-agent coverage differ."
swebench_experiments,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/swebench_experiments/verified,directory,submissions.20241029_OpenHands-CodeAct-2.1-sonnet-20241022.files,500,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.swe_trajectory_files,locator_exists,"Files counted by extension/path, not 1465 independently validated successful tasks. Source defines evaluation submissions; OpenHands and SWE-agent coverage differ."
osworld_verified,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/osworld_verified/autoglm_50steps.zip,file,member_count,8320,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.osworld,locator_exists,"ZIP member enumeration only; trajectory/result counts are members. Outcome counts not revalidated, success=null; timestamp span not E2E."
osworld_verified,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/osworld_verified/autoglm_50steps.zip,file,trajectory_members,361,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.osworld,locator_exists,"ZIP member enumeration only; trajectory/result counts are members. Outcome counts not revalidated, success=null; timestamp span not E2E."
osworld_verified,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/osworld_verified/autoglm_50steps.zip,file,result_members,359,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.osworld,locator_exists,"ZIP member enumeration only; trajectory/result counts are members. Outcome counts not revalidated, success=null; timestamp span not E2E."
spreadsheetbench_v2,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/spreadsheetbench_v2/trajectory_example.zip,file,member_count,944,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.spreadsheet,locator_exists,"160 members collapse to 20 legacy stem-based IDs, all 20 collide. Use archive identity + full member path as source record locator, not buggy trace_id."
spreadsheetbench_v2,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/spreadsheetbench_v2/trajectory_example.zip,file,trajectory_members,160,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.spreadsheet,locator_exists,"160 members collapse to 20 legacy stem-based IDs, all 20 collide. Use archive identity + full member path as source record locator, not buggy trace_id."
spreadsheetbench_v2,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/spreadsheetbench_v2/trajectory_example.zip,file,result_members,0,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.spreadsheet,locator_exists,"160 members collapse to 20 legacy stem-based IDs, all 20 collide. Use archive identity + full member path as source record locator, not buggy trace_id."
spreadsheetbench_v2,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/spreadsheetbench_v2/trajectory_example.zip,file,unique_legacy_task_keys,20,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.spreadsheet,locator_exists,"160 members collapse to 20 legacy stem-based IDs, all 20 collide. Use archive identity + full member path as source record locator, not buggy trace_id."
spreadsheetbench_v2,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/spreadsheetbench_v2/trajectory_example.zip,file,colliding_legacy_keys,20,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.spreadsheet,locator_exists,"160 members collapse to 20 legacy stem-based IDs, all 20 collide. Use archive identity + full member path as source record locator, not buggy trace_id."
spreadsheetbench_v2,public_benchmark_trajectories,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/spreadsheetbench_v2/trajectory_example.zip,file,members_in_collisions,160,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.spreadsheet,locator_exists,"160 members collapse to 20 legacy stem-based IDs, all 20 collide. Use archive identity + full member path as source record locator, not buggy trace_id."
mlperf_edge_agentic,public_performance_dataset,unknown,semantic_trace,benchmark,agent_benchmark_traces/mlperf_edge_agentic/agentic_coding_2.5h.jsonl,file,rows,2014,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.mlperf,locator_exists,"Local SOURCE.txt states SWE-bench-derived multi-turn performance subset, but does not establish real/oracle/synthetic generation. Not production; delay semantics pending; exclude from known-real cohort."
mlperf_edge_agentic,public_performance_dataset,unknown,semantic_trace,benchmark,agent_benchmark_traces/mlperf_edge_agentic/agentic_coding_2.5h.jsonl,file,conversation_ids,20,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.mlperf,locator_exists,"Local SOURCE.txt states SWE-bench-derived multi-turn performance subset, but does not establish real/oracle/synthetic generation. Not production; delay semantics pending; exclude from known-real cohort."
mlperf_edge_agentic,public_performance_dataset,unknown,semantic_trace,benchmark,agent_benchmark_traces/mlperf_edge_agentic/agentic_coding_2.5h.jsonl,file,missing_conversation_id,0,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.mlperf,locator_exists,"Local SOURCE.txt states SWE-bench-derived multi-turn performance subset, but does not establish real/oracle/synthetic generation. Not production; delay semantics pending; exclude from known-real cohort."
gen_workarena_traces,local_generated_snapshot,oracle,semantic_trace,benchmark,agent_benchmark_traces/gen_workarena_traces,directory,json_files,32,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,supplement.workarena,locator_exists,"Oracle cheat execution, no model requests; file keys/task+seed need ID audit before dedup."
gen_docops_traces,local_generated_snapshot,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/gen_docops_traces,directory,result_files_seen,50,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,supplement.local_result_census.agent_benchmark_traces/gen_docops_traces,locator_exists,38 trial result hashes overlap generation results; do not use current/historical sidecar counts as this directory's run count.
gen_docops_traces,local_generated_snapshot,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/gen_docops_traces,directory,trial_name_records,38,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,supplement.local_result_census.agent_benchmark_traces/gen_docops_traces,locator_exists,38 trial result hashes overlap generation results; do not use current/historical sidecar counts as this directory's run count.
gen_docops_traces,local_generated_snapshot,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/gen_docops_traces,directory,records_without_trial_name,12,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,supplement.local_result_census.agent_benchmark_traces/gen_docops_traces,locator_exists,38 trial result hashes overlap generation results; do not use current/historical sidecar counts as this directory's run count.
gen_agentic_vbench_traces,local_generated_snapshot,unknown,semantic_trace,benchmark,agent_benchmark_traces/gen_agentic_vbench_traces,directory,result_files_seen,31,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,supplement.local_result_census.agent_benchmark_traces/gen_agentic_vbench_traces,locator_exists,"Mixed real/oracle; classify records from agent metadata, not directory. Six result-file hashes overlap current generation tree; not additive."
gen_agentic_vbench_traces,local_generated_snapshot,unknown,semantic_trace,benchmark,agent_benchmark_traces/gen_agentic_vbench_traces,directory,trial_name_records,6,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,supplement.local_result_census.agent_benchmark_traces/gen_agentic_vbench_traces,locator_exists,"Mixed real/oracle; classify records from agent metadata, not directory. Six result-file hashes overlap current generation tree; not additive."
gen_agentic_vbench_traces,local_generated_snapshot,unknown,semantic_trace,benchmark,agent_benchmark_traces/gen_agentic_vbench_traces,directory,records_without_trial_name,25,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,supplement.local_result_census.agent_benchmark_traces/gen_agentic_vbench_traces,locator_exists,"Mixed real/oracle; classify records from agent metadata, not directory. Six result-file hashes overlap current generation tree; not additive."
gen_videoweaver_traces,local_generated_snapshot,benchmark_real,semantic_trace,benchmark,agent_benchmark_traces/gen_videoweaver_traces/bundles,directory,bundle_manifests,4,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.video_bundles,locator_exists,Four model telemetry exports hash-match generation bundles. Adapted remote media/text models; no full official-config reproduction claim.
raw_docops,generation_tree,benchmark_real,semantic_trace,benchmark,traces_generation/DocOps,directory,not_counted,,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,locator_check,locator_exists,"Generation code and data mixed. Current sidecar is a selected derived view, not guaranteed complete raw inventory. AgenticVBench subtree has observed unreadable session directories; no permissions changed."
raw_agentic_vbench,generation_tree,unknown,semantic_trace,benchmark,traces_generation/agentic-vbench,directory,not_counted,,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,locator_check,partial_subtree_permission,"Generation code and data mixed. Current sidecar is a selected derived view, not guaranteed complete raw inventory. AgenticVBench subtree has observed unreadable session directories; no permissions changed."
raw_videoweaver,generation_tree,benchmark_real,semantic_trace,benchmark,traces_generation/VideoWeaver,directory,not_counted,,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,locator_check,locator_exists,"Generation code and data mixed. Current sidecar is a selected derived view, not guaranteed complete raw inventory. AgenticVBench subtree has observed unreadable session directories; no permissions changed."
raw_workarena,generation_tree,oracle,semantic_trace,benchmark,traces_generation/workarena,directory,not_counted,,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,locator_check,locator_exists,"Generation code and data mixed. Current sidecar is a selected derived view, not guaranteed complete raw inventory. AgenticVBench subtree has observed unreadable session directories; no permissions changed."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.rows,44,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.agent.codex,44,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.execution_status.completed,39,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.execution_status.failed,5,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.evaluation_status.success,40,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.evaluation_status.failed,4,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.archive_status.complete,39,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,run_manifest.archive_status.partial,5,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.rows,134,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.association_status.unresolved,29,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.association_status.resolved,105,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.by_trace_id.None,29,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.by_trace_id.atomic__word_001_engineering_rep__GfbrCbv,20,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.by_trace_id.atomic__pdf_001_vendor_quote_ext__pPvwXcn,6,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.by_trace_id.atomic__pdf_001_vendor_quote_ext__2Mg7WMo,8,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.by_trace_id.atomic__ppt_001_generate_risk_po__zdwB6xG,50,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,model_calls.by_trace_id.atomic__excel_001_budget_bucket__rhfUhWj,21,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_docops,current_derived_sidecar,benchmark_real,semantic_trace,benchmark,traces_generation/sidecar/docops,directory,tool_calls.rows,655,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/docops,locator_exists,"Counts and states describe existing derived rows, not independent validation of execution/evaluation/archive correctness."
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.rows,6,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.agent.codex,1,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.agent.oracle,5,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.execution_status.completed,6,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.evaluation_status.success,6,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.archive_status.missing:sessions(unreadable),1,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.archive_status.failed:archive_permission,4,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,run_manifest.archive_status.missing:trajectory,1,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,model_calls.rows,21,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,model_calls.association_status.unresolved,21,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
sidecar_agentic_vbench,current_derived_sidecar,unknown,semantic_trace,benchmark,traces_generation/sidecar/agentic_vbench,directory,model_calls.by_trace_id.None,21,2026-09-10T02:32:38.422627+00:00,current_audit_unless_historical_role,counts.sidecar.traces_generation/sidecar/agentic_vbench,locator_exists,Mixed oracle and model agents; source rows carry agent; do not classify entire file as real.
